ts,lat,lng,dt_s,dist_m,implied_speed_kmh,is_stale,stale_run,real_gap_s
1773218922000,64.1234432,-21.7875538333333,0.0,0.0,0.0,true,1,0
1773218928000,64.1234432,-21.7875538333333,6.0,0.0,0.0,true,2,0
1773218930000,64.1234432,-21.7875538333333,2.0,0.0,0.0,true,3,0
1773218934000,64.1234432,-21.7875538333333,4.0,0.0,0.0,true,4,0
1773218934000,64.1234432,-21.7875538333333,0.0,0.0,0.0,true,5,0
1773218936000,64.1234432,-21.7875538333333,2.0,0.0,0.0,true,6,0
1773218939000,64.1234432,-21.7875538333333,3.0,0.0,0.0,true,7,0
1773218941000,64.1234432,-21.7875538333333,2.0,0.0,0.0,true,8,0
1773218941000,64.1234432,-21.7875538333333,0.0,0.0,0.0,true,9,0
1773218943000,64.1234432,-21.7875538333333,2.0,0.0,0.0,true,10,0
1773218947000,64.1234432,-21.7875538333333,4.0,0.0,0.0,true,11,0
1773218949000,64.1234432,-21.7875538333333,2.0,0.0,0.0,true,12,0
1773218949000,64.1234432,-21.7875538333333,0.0,0.0,0.0,true,13,0
1773218951000,64.1234432,-21.7875538333333,2.0,0.0,0.0,true,14,0
1773218954000,64.1234432,-21.7875538333333,3.0,0.0,0.0,true,15,0
1773218954000,64.1234432,-21.7875538333333,0.0,0.0,0.0,true,16,0
1773218956000,64.1234432,-21.7875538333333,2.0,0.0,0.0,true,17,0
1773218959000,64.1234432,-21.7875538333333,3.0,0.0,0.0,true,18,0
1773218959000,64.1234432,-21.7875538333333,0.0,0.0,0.0,true,19,0
1773218961000,64.1234432,-21.7875538333333,2.0,0.0,0.0,true,20,0
1773218965000,64.1234432,-21.7875538333333,4.0,0.0,0.0,true,21,0
1773218965000,64.1234432,-21.7875538333333,0.0,0.0,0.0,true,22,0
1773218969000,64.1234432,-21.7875538333333,4.0,0.0,0.0,true,23,0
1773218973000,64.1234432,-21.7875538333333,4.0,0.0,0.0,true,24,0
1773218973000,64.1234432,-21.7875538333333,0.0,0.0,0.0,true,25,0
1773218975000,64.1234432,-21.7875538333333,2.0,0.0,0.0,true,26,0
1773218978000,64.1234432,-21.7875538333333,3.0,0.0,0.0,true,27,0
1773218978000,64.1234432,-21.7875538333333,0.0,0.0,0.0,true,28,0
1773218982000,64.1234432,-21.7875538333333,4.0,0.0,0.0,true,29,0
1773218985000,64.1234432,-21.7875538333333,3.0,0.0,0.0,true,30,0
1773218985000,64.1234432,-21.7875538333333,0.0,0.0,0.0,true,31,0
1773218985000,64.1234432,-21.7875538333333,0.0,0.0,0.0,true,32,0
1773218990000,64.1234432,-21.7875538333333,5.0,0.0,0.0,true,33,0
1773218990000,64.1234432,-21.7875538333333,0.0,0.0,0.0,true,34,0
1773218994000,64.1234432,-21.7875538333333,4.0,0.0,0.0,true,35,0
1773218994000,64.1234432,-21.7875538333333,0.0,0.0,0.0,true,36,0
1773218999000,64.1234432,-21.7875538333333,5.0,0.0,0.0,true,37,0
1773219001000,64.1234432,-21.7875538333333,2.0,0.0,0.0,true,38,0
1773219001000,64.1234432,-21.7875538333333,0.0,0.0,0.0,true,39,0
1773219003000,64.1234432,-21.7875538333333,2.0,0.0,0.0,true,40,0
1773219013000,64.1234432,-21.7875538333333,10.0,0.0,0.0,true,41,0
1773219013000,64.1234432,-21.7875538333333,0.0,0.0,0.0,true,42,0
1773219013000,64.1234432,-21.7875538333333,0.0,0.0,0.0,true,43,0
1773219013000,64.1234432,-21.7875538333333,0.0,0.0,0.0,true,44,0
1773219020000,64.1234432,-21.7875538333333,7.0,0.0,0.0,true,45,0
1773219022000,64.1234432,-21.7875538333333,2.0,0.0,0.0,true,46,0
1773219022000,64.1234432,-21.7875538333333,0.0,0.0,0.0,true,47,0
1773219026000,64.1234432,-21.7875538333333,4.0,0.0,0.0,true,48,0
1773219026000,64.1234432,-21.7875538333333,0.0,0.0,0.0,true,49,0
1773219028000,64.1234432,-21.7875538333333,2.0,0.0,0.0,true,50,0
1773219032000,64.1234432,-21.7875538333333,4.0,0.0,0.0,true,51,0
1773219032000,64.1234432,-21.7875538333333,0.0,0.0,0.0,true,52,0
